id	isolate	aliases	country	year	isolation date	disease	source	epidemiology	penner	aspA	glnA	gltA	glyA	pgm	tkt	uncA	ST	clonal complex
13235	CG-02-3027		Thailand	2002		gastroenteritis	human stool	sporadic case		7	4	1	68	11	3	6	2925	
13236	CG-02-3030		Thailand	2002		gastroenteritis	human stool	sporadic case		9	2	2	10	10	3	5	1919	ST-52 complex
13237	CG-03-4001		Thailand	2003		gastroenteritis	human stool	sporadic case		8	10	2	2	11	12	6	354	ST-354 complex
13238	CG-03-4002		Thailand	2003		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
13239	CG-03-4006		Thailand	2003		gastroenteritis	human stool	sporadic case		7	2	5	2	10	3	6	5	ST-353 complex
13240	CG-03-4008		Thailand	2003		gastroenteritis	human stool	sporadic case		7	17	52	72	22	3	6	2948	ST-353 complex
13241	CG-03-4012		Thailand	2003		gastroenteritis	human stool	sporadic case		24	2	2	2	10	3	1	464	ST-464 complex
13242	CG-03-4033		Thailand	2003		gastroenteritis	human stool	sporadic case		24	2	2	2	10	3	1	464	ST-464 complex
13243	CG-03-4049		Thailand	2003		gastroenteritis	human stool	sporadic case		24	2	2	2	10	3	1	464	ST-464 complex
13244	CG-03-4051		Thailand	2003		gastroenteritis	human stool	sporadic case		67	10	2	2	11	12	6	2926	ST-354 complex
13245	CG-03-4060		Thailand	2003		gastroenteritis	human stool	sporadic case		166	2	5	10	151	3	1	2927	ST-607 complex
13246	NS-8701		Thailand	2000		gastroenteritis	human stool	sporadic case		9	2	2	10	10	3	5	1919	ST-52 complex
13247	NS-8712		Thailand	2000		gastroenteritis	human stool	sporadic case		7	53	2	10	11	3	3	574	ST-574 complex
13248	NS-8719		Thailand	2000		gastroenteritis	human stool	sporadic case		9	2	5	68	10	5	1	2944	
13249	NS-8726		Thailand	2000		gastroenteritis	human stool	sporadic case		7	17	5	10	11	3	6	1232	ST-353 complex
13250	NS-8727		Thailand	2000		gastroenteritis	human stool	sporadic case		7	2	5	10	11	37	1	525	ST-607 complex
13251	NS-8778		Thailand	2000		gastroenteritis	human stool	sporadic case		8	10	2	2	11	12	6	354	ST-354 complex
13252	NS-8788		Thailand	2000		gastroenteritis	human stool	sporadic case		7	17	2	15	23	3	12	51	ST-443 complex
13253	NS-8931		Thailand	2000		gastroenteritis	human stool	sporadic case		24	52	57	26	127	29	23	2945	ST-692 complex
13254	NS-8955		Thailand	2000		gastroenteritis	human stool	sporadic case		24	2	2	2	10	3	1	464	ST-464 complex
13255	NS-8955#1		Thailand	2000		gastroenteritis	human stool	sporadic case		7	53	2	15	11	3	3	919	ST-574 complex
13256	NS-8962		Thailand	2000		gastroenteritis	human stool	sporadic case		7	4	1	68	11	58	6	2131	
13257	NS-8988		Thailand	2000		gastroenteritis	human stool	sporadic case		9	2	2	10	10	3	5	1919	ST-52 complex
13258	NS-9205		Thailand	2000		gastroenteritis	human stool	sporadic case		24	2	16	2	10	3	1	2946	ST-464 complex
13259	NS-9266		Thailand	2000		gastroenteritis	human stool	sporadic case		9	2	5	2	11	5	6	2947	ST-257 complex
13260	NSC-8769		Thailand	2000		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13261	NSC-8903		Thailand	2000		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13262	TS-8602		Thailand	2000		gastroenteritis	human stool	sporadic case		8	10	2	2	11	12	6	354	ST-354 complex
13263	TS-8630		Thailand	2000		gastroenteritis	human stool	sporadic case		9	53	2	53	11	3	3	2140	ST-574 complex
13264	TS-8634		Thailand	2000		gastroenteritis	human stool	sporadic case		7	17	2	2	86	3	1	1953	ST-353 complex
13265	TS-8689		Thailand	2000		gastroenteritis	human stool	sporadic case		7	17	52	72	22	3	6	2948	ST-353 complex
13266	TS-8813		Thailand	2000		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
13267	TS-8817		Thailand	2000		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13268	TS-8821		Thailand	2000		gastroenteritis	human stool	sporadic case		9	2	1	10	22	3	6	2275	ST-52 complex
13269	TS-8830		Thailand	2000		gastroenteritis	human stool	sporadic case		7	2	5	2	10	3	6	5	ST-353 complex
13270	TS-8857		Thailand	2000		gastroenteritis	human stool	sporadic case		7	17	2	2	86	3	1	1953	ST-353 complex
13271	S04-013		Thailand	2004		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13272	NE04-018		Thailand	2004		gastroenteritis	human stool	sporadic case		7	53	2	10	11	3	3	574	ST-574 complex
13273	S04-042		Thailand	2004		gastroenteritis	human stool	sporadic case		9	2	1	10	22	3	6	2275	ST-52 complex
13274	CH04-074		Thailand	2005		gastroenteritis	human stool	sporadic case		24	2	2	2	10	289	1	2315	ST-464 complex
13275	S04-072		Thailand	2005		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13276	S04-073		Thailand	2005		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13277	NE04-061		Thailand	2005		gastroenteritis	human stool	sporadic case		14	21	2	10	86	3	6	161	ST-52 complex
13278	CH04-119		Thailand	2005		gastroenteritis	human stool	sporadic case		9	2	2	10	10	59	5	2276	
13279	NE04-161		Thailand	2005		gastroenteritis	human stool	sporadic case		7	53	2	10	11	3	3	574	ST-574 complex
13280	NE04-167		Thailand	2005		gastroenteritis	human stool	sporadic case		24	30	2	2	89	59	6	460	ST-460 complex
13281	S04-190		Thailand	2005		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13282	NE04-163		Thailand	2005		gastroenteritis	human stool	sporadic case		14	21	2	10	86	3	6	161	ST-52 complex
13283	S04-203		Thailand	2005		gastroenteritis	human stool	sporadic case		9	2	2	2	10	3	1	2146	ST-464 complex
13284	NE04-170		Thailand	2005		gastroenteritis	human stool	sporadic case		24	30	2	2	89	59	6	460	ST-460 complex
13285	NE04-171		Thailand	2005		gastroenteritis	human stool	sporadic case		24	30	2	2	89	59	6	460	ST-460 complex
13286	NE04-172		Thailand	2005		gastroenteritis	human stool	sporadic case		24	30	2	2	89	59	6	460	ST-460 complex
13287	CH04-182		Thailand	2005		gastroenteritis	human stool	sporadic case		55	17	5	53	11	3	6	2277	ST-353 complex
13288	NE04-182		Thailand	2005		gastroenteritis	human stool	sporadic case		55	17	2	2	86	3	1	2278	ST-464 complex
13289	NE04-184		Thailand	2005		gastroenteritis	human stool	sporadic case		55	17	2	2	86	3	1	2278	ST-464 complex
13290	NE04-183		Thailand	2005		gastroenteritis	human stool	sporadic case		55	17	2	2	86	3	1	2278	ST-464 complex
13291	NE04-189		Thailand	2005		gastroenteritis	human stool	sporadic case		7	53	5	10	11	3	3	2279	ST-574 complex
13292	NE04-198		Thailand	2005		gastroenteritis	human stool	sporadic case		7	2	2	72	22	102	6	2280	
13293	NE04-206		Thailand	2005		gastroenteritis	human stool	sporadic case		9	2	1	10	22	3	6	2275	ST-52 complex
13294	NE04-207		Thailand	2005		gastroenteritis	human stool	sporadic case		9	2	1	10	22	3	6	2275	ST-52 complex
13295	CH04-222		Thailand	2005		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13296	NE04-214		Thailand	2005		gastroenteritis	human stool	sporadic case		9	17	5	10	11	3	3	2031	ST-574 complex
13297	N04-058		Thailand	2005		gastroenteritis	human stool	sporadic case		7	53	2	10	11	3	3	574	ST-574 complex
13298	NE04-221		Thailand	2005		gastroenteritis	human stool	sporadic case		24	30	2	2	89	59	6	460	ST-460 complex
13299	NE04-222		Thailand	2005		gastroenteritis	human stool	sporadic case		8	10	2	2	11	12	6	354	ST-354 complex
13300	NE04-240		Thailand	2005		gastroenteritis	human stool	sporadic case		2	84	5	68	2	1	5	2282	ST-206 complex
13301	NE04-247		Thailand	2005		gastroenteritis	human stool	sporadic case		7	2	5	2	10	3	6	5	ST-353 complex
13302	N04-093		Thailand	2005		gastroenteritis	human stool	sporadic case		24	2	213	72	22	3	210	2409	
13303	N04-094		Thailand	2005		gastroenteritis	human stool	sporadic case		24	2	2	2	10	289	1	2315	ST-464 complex
13304	N04-095		Thailand	2005		gastroenteritis	human stool	sporadic case		24	2	213	72	22	3	210	2409	
13305	CH04-283		Thailand	2005		gastroenteritis	human stool	sporadic case		9	53	2	10	11	3	3	305	ST-574 complex
13306	N04-102		Thailand	2005		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13307	N04-100		Thailand	2005		gastroenteritis	human stool	sporadic case		9	17	5	10	350	3	3	2274	
13308	NE04-294		Thailand	2005		gastroenteritis	human stool	sporadic case		24	30	5	2	22	3	6	1075	ST-353 complex
13309	NE04-295		Thailand	2005		gastroenteritis	human stool	sporadic case		9	30	5	2	89	59	6	2283	ST-460 complex
13310	C04-245		Thailand	2005		gastroenteritis	human stool	sporadic case		8	10	2	2	11	12	6	354	ST-354 complex
13311	NE04-301		Thailand	2005		gastroenteritis	human stool	sporadic case		24	2	2	2	10	3	1	464	ST-464 complex
13312	NE04-305		Thailand	2005		gastroenteritis	human stool	sporadic case		14	21	2	10	10	3	6	2284	ST-52 complex
13313	NE04-306		Thailand	2005		gastroenteritis	human stool	sporadic case		172	21	2	10	10	3	6	2318	ST-52 complex
13314	NE04-314		Thailand	2005		gastroenteritis	human stool	sporadic case		172	2	2	2	10	3	1	2332	ST-464 complex
13315	CG04-K-0025		Thailand	2004		gastroenteritis	human stool	sporadic case		24	2	2	2	151	3	1	2285	ST-464 complex
13316	AUSMDU-CA-2011-0007		Australia							237	165	254	340	433	485	349	5704	
13317	AUSMDU-CA-2011-0014		Australia							2	4	84	459	126	25	57	5705	
13318	AUSMDU-CA-2011-0026		Australia							18	33	22	460	586	486	6	5706	
13319	H1701		France	2009			human stool			1	1	42	4	3	58	351	5707	
13320	OXC622		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13321	OXC623		UK	2004		gastroenteritis	human stool			7	17	2	15	23	3	12	51	ST-443 complex
13322	OXC624		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13323	OXC625		UK	2004		gastroenteritis	human stool			7	21	5	62	4	61	44	436	
13324	OXC626		UK	2004		gastroenteritis	human stool			33	39	30	82	104	44	17	1145	ST-828 complex
13325	OXC628		UK	2004		gastroenteritis	human stool			2	1	1	3	7	1	5	104	ST-21 complex
13326	OXC632		UK	2004		gastroenteritis	human stool			2	1	1	3	7	1	5	104	ST-21 complex
13327	OXC633		UK	2004		gastroenteritis	human stool			8	10	2	2	11	12	6	354	ST-354 complex
13328	OXC634		UK	2004		gastroenteritis	human stool			22	15	4	64	74	25	23	1709	ST-1034 complex
13329	OXC635		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13330	OXC636		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13331	OXC637		UK	2004		gastroenteritis	human stool			6	4	5	2	2	1	5	122	ST-206 complex
13332	OXC638		UK	2004		gastroenteritis	human stool			33	39	30	82	104	56	17	827	ST-828 complex
13333	OXC639		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13334	OXC641		UK	2004		gastroenteritis	human stool			4	7	10	4	1	7	1	45	ST-45 complex
13335	OXC642		UK	2004		gastroenteritis	human stool			8	1	6	3	11	1	1	879	
13336	OXC643		UK	2004		gastroenteritis	human stool			2	4	1	93	11	3	6	523	ST-658 complex
13337	OXC644		UK	2004		gastroenteritis	human stool			2	21	5	37	60	1	5	273	ST-206 complex
13338	OXC645		UK	2004		gastroenteritis	human stool			2	1	1	3	2	1	5	21	ST-21 complex
13339	OXC647		UK	2004		gastroenteritis	human stool			2	1	1	3	7	1	5	104	ST-21 complex
13340	OXC648		UK	2004		gastroenteritis	human stool			2	4	1	2	7	1	5	48	ST-48 complex
13341	OXC649		UK	2004		gastroenteritis	human stool			33	39	30	82	113	47	17	825	ST-828 complex
13342	OXC650		UK	2004		gastroenteritis	human stool			62	4	5	2	2	1	5	572	ST-206 complex
13343	OXC651		UK	2004		gastroenteritis	human stool			4	7	40	4	42	51	1	267	ST-283 complex
13344	OXC652		UK	2004		gastroenteritis	human stool			2	1	1	3	2	1	5	21	ST-21 complex
13345	OXC653		UK	2004		gastroenteritis	human stool			32	39	30	79	189	43	17	2495	ST-828 complex
13346	OXC654		UK	2004		gastroenteritis	human stool			7	17	2	15	23	3	12	51	ST-443 complex
13347	OXC655		UK	2004		gastroenteritis	human stool			7	84	42	62	11	67	6	5711	
13348	OXC656		UK	2004		gastroenteritis	human stool			8	2	5	62	4	5	1	584	ST-257 complex
13349	OXC657		UK	2004		gastroenteritis	human stool			2	1	12	3	2	1	5	50	ST-21 complex
13350	OXC660		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13351	OXC661		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13352	OXC662		UK	2004		gastroenteritis	human stool			6	4	5	2	2	1	5	122	ST-206 complex
13353	OXC663		UK	2004		gastroenteritis	human stool			2	1	1	3	7	1	5	104	ST-21 complex
13354	OXC664		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13355	OXC665		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13356	OXC666		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13357	OXC667		UK	2004		gastroenteritis	human stool			9	25	2	10	23	3	6	775	ST-52 complex
13358	OXC668		UK	2004		gastroenteritis	human stool			10	27	16	19	10	5	7	403	ST-403 complex
13359	OXC669		UK	2004		gastroenteritis	human stool			7	17	2	15	23	3	12	51	ST-443 complex
13360	OXC671		UK	2004		gastroenteritis	human stool			2	4	1	4	19	62	5	475	ST-48 complex
13361	OXC675		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13362	OXC676		UK	2004		gastroenteritis	human stool			2	4	1	4	19	1	5	918	ST-48 complex
13363	OXC677		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13364	OXC678		UK	2004		gastroenteritis	human stool			24	21	2	2	89	59	6	606	ST-460 complex
13365	OXC679		UK	2004		gastroenteritis	human stool			2	1	1	3	2	1	5	21	ST-21 complex
13366	OXC680		UK	2004		gastroenteritis	human stool			2	1	5	3	2	1	5	19	ST-21 complex
13367	OXC681		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13368	OXC682		UK	2004		gastroenteritis	human stool			79	21	2	10	11	68	8	4054	ST-446 complex
13369	OXC684		UK	2004		gastroenteritis	human stool			4	7	10	4	42	7	1	137	ST-45 complex
13370	OXC685		UK	2004		gastroenteritis	human stool			1	2	42	4	5	9	3	4055	ST-42 complex
13371	OXC687		UK	2004		gastroenteritis	human stool			7	28	4	28	17	34	12	573	ST-573 complex
13372	OXC688		UK	2004		gastroenteritis	human stool			33	39	30	82	104	56	17	827	ST-828 complex
13373	OXC689		UK	2004		gastroenteritis	human stool			7	17	2	15	23	3	12	51	ST-443 complex
13374	OXC690		UK	2004		gastroenteritis	human stool			33	39	30	82	104	56	17	827	ST-828 complex
13375	OXC691		UK	2004		gastroenteritis	human stool			2	4	2	4	19	3	6	658	ST-658 complex
13376	OXC692		UK	2004		gastroenteritis	human stool			7	17	5	2	10	3	6	353	ST-353 complex
13377	OXC693		UK	2004		gastroenteritis	human stool			33	176	30	82	113	242	17	1689	ST-828 complex
13378	OXC694		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13379	OXC695		UK	2004		gastroenteritis	human stool			2	1	12	3	2	1	5	50	ST-21 complex
13380	OXC697		UK	2004		gastroenteritis	human stool			1	4	303	4	3	3	6	4483	ST-22 complex
13381	OXC698		UK	2004		gastroenteritis	human stool			10	23	16	19	6	18	7	55	ST-403 complex
13382	OXC699		UK	2004		gastroenteritis	human stool			2	21	5	37	60	1	5	273	ST-206 complex
13383	OXC700		UK	2004		gastroenteritis	human stool			8	2	5	53	11	3	1	607	ST-607 complex
13384	OXC701		UK	2004		gastroenteritis	human stool			7	17	2	15	23	3	12	51	ST-443 complex
13385	OXC704		UK	2004		gastroenteritis	human stool			7	28	4	28	17	34	12	573	ST-573 complex
13386	OXC705		UK	2004		gastroenteritis	human stool			62	4	5	2	2	1	5	572	ST-206 complex
13387	OXC706		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13388	OXC707		UK	2004		gastroenteritis	human stool			8	2	5	53	11	3	1	607	ST-607 complex
13389	OXC708		UK	2004		gastroenteritis	human stool			2	1	1	3	2	1	5	21	ST-21 complex
13390	OXC709		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13391	OXC710		UK	2004		gastroenteritis	human stool			2	1	5	3	2	1	5	19	ST-21 complex
13392	OXC711		UK	2004		gastroenteritis	human stool			2	1	5	3	2	1	5	19	ST-21 complex
13393	OXC712		UK	2004		gastroenteritis	human stool			8	2	2	53	11	3	1	4056	ST-607 complex
13394	OXC713		UK	2004		gastroenteritis	human stool			2	10	2	4	19	3	6	1044	ST-658 complex
13395	OXC715		UK	2004		gastroenteritis	human stool			14	17	5	2	11	3	6	356	ST-353 complex
13396	OXC716		UK	2004		gastroenteritis	human stool			2	1	1	3	2	1	5	21	ST-21 complex
13397	OXC717		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13398	OXC718		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13399	OXC719		UK	2004		gastroenteritis	human stool			33	39	30	79	113	43	41	2183	ST-828 complex
13400	OXC720		UK	2004		gastroenteritis	human stool			2	4	1	93	11	3	6	523	ST-658 complex
13401	OXC722		UK	2004		gastroenteritis	human stool			2	4	1	93	11	3	6	523	ST-658 complex
13402	OXC723		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13403	OXC724		UK	2004		gastroenteritis	human stool			10	27	16	19	10	5	7	403	ST-403 complex
13404	OXC725		UK	2004		gastroenteritis	human stool			7	4	2	68	11	3	5	4057	ST-574 complex
13405	OXC726		UK	2004		gastroenteritis	human stool			2	10	2	4	19	3	6	1044	ST-658 complex
13406	OXC727		UK	2004		gastroenteritis	human stool			33	39	30	79	104	35	17	855	ST-828 complex
13407	OXC728		UK	2004		gastroenteritis	human stool			160	84	5	267	11	3	5	4058	
13408	OXC729		UK	2004		gastroenteritis	human stool			2	75	80	48	141	34	1	1400	ST-661 complex
13409	OXC730		UK	2004		gastroenteritis	human stool			2	1	21	3	2	1	5	53	ST-21 complex
13410	OXC731		UK	2004		gastroenteritis	human stool			8	10	2	2	11	12	6	354	ST-354 complex
13411	OXC732		UK	2004		gastroenteritis	human stool			1	3	6	4	3	3	3	22	ST-22 complex
13412	OXC733		UK	2004		gastroenteritis	human stool			4	7	10	4	1	7	1	45	ST-45 complex
13413	OXC734		UK	2004		gastroenteritis	human stool			10	27	43	19	6	18	7	270	ST-403 complex
13414	OXC735		UK	2004		gastroenteritis	human stool			2	21	5	37	2	1	5	206	ST-206 complex
13415	OXC736		UK	2004		gastroenteritis	human stool			7	17	2	15	23	3	12	51	ST-443 complex
13416	OXC737		UK	2004		gastroenteritis	human stool			24	17	4	10	23	3	12	4886	ST-443 complex
13417	OXC738		UK	2004		gastroenteritis	human stool			7	28	4	28	17	34	12	573	ST-573 complex
13418	OXC739		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13419	OXC740		UK	2004		gastroenteritis	human stool			2	4	5	2	2	1	5	227	ST-206 complex
13420	OXC741		UK	2004		gastroenteritis	human stool			7	53	2	10	11	3	3	574	ST-574 complex
13421	OXC743		UK	2004		gastroenteritis	human stool			33	38	30	115	104	85	17	867	ST-828 complex
13422	OXC744		UK	2004		gastroenteritis	human stool			33	39	30	82	113	44	17	872	ST-828 complex
13423	OXC745		UK	2004		gastroenteritis	human stool			7	1	2	83	2	3	6	441	
13424	OXC746		UK	2004		gastroenteritis	human stool			2	4	1	2	7	1	5	48	ST-48 complex
13425	OXC748		UK	2004		gastroenteritis	human stool			2	1	12	3	2	1	5	50	ST-21 complex
13426	OXC749		UK	2004		gastroenteritis	human stool			9	2	2	2	11	61	6	878	ST-354 complex
13427	OXC750		UK	2004		gastroenteritis	human stool			24	30	2	2	89	59	6	460	ST-460 complex
13428	OXC751		UK	2004		gastroenteritis	human stool			7	17	5	2	11	3	6	462	ST-353 complex
13429	OXC752		UK	2004		gastroenteritis	human stool			7	17	52	10	11	3	6	2036	ST-353 complex
13430	OXC754		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13431	OXC755		UK	2004		gastroenteritis	human stool			14	21	2	10	86	3	6	161	ST-52 complex
13432	OXC757		UK	2004		gastroenteritis	human stool			9	2	4	62	4	5	6	257	ST-257 complex
13433	OXC758		UK	2004		gastroenteritis	human stool			33	39	30	82	113	44	17	872	ST-828 complex
13434	OXC759		UK	2004		gastroenteritis	human stool			2	1	12	3	2	1	5	50	ST-21 complex
13435	OXC760		UK	2004		gastroenteritis	human stool			9	25	2	10	22	3	6	52	ST-52 complex
13436	OXC761		UK	2004		gastroenteritis	human stool			2	4	5	2	2	3	8	4887	
13437	OXC763		UK	2004		gastroenteritis	human stool			2	1	1	3	2	1	5	21	ST-21 complex
13438	OXC764		UK	2004		gastroenteritis	human stool			7	53	2	10	11	3	3	574	ST-574 complex
13439	OXC765		UK	2004		gastroenteritis	human stool			1	4	2	2	6	3	17	61	ST-61 complex
13440	OXC766		UK	2004		gastroenteritis	human stool			8	10	2	2	11	12	6	354	ST-354 complex
13441	OXC767		UK	2004		gastroenteritis	human stool			9	27	43	19	6	18	7	4888	
13442	OXC768		UK	2004		gastroenteritis	human stool			33	39	30	139	113	43	17	1774	ST-828 complex
